platform	course_id	course_name	course_category
S	s-9781118688434	"Professional Services Marketing: How the Best Firms Build Premier Brands, Thriving Lead Generation Engines, and Cultures of Business Development Success, 2nd Edition"	SDR/Lead Gen
S	s-9781118690758	Beginning HTML5 and CSS3 For Dummies	Frontend Web Development
S	s-9781118691960	Implementing Enterprise Risk Management: Case Studies and Best Practices	Auditing & Risk Management
S	s-9781118692035	"The Upside of Aging: How Long Life Is Changing the World of Health, Work, Innovation, Policy and Purpose"	Life-Work Balance
S	s-9781118692288	Disciplined Entrepreneurship: 24 Steps to a Successful Startup	Strategy
S	s-9781118697115	"Cybersecurity: Managing Systems, Conducting Testing, and Investigating Intrusions"	Other Security Topics
S	s-9781118703441	"Design, Deployment and Performance of 4G-LTE Networks: A Practical Approach"	Wireless Technology
S	s-9781118704967	Brief: Make a Bigger Impact by Saying Less	Professional Communication
S	s-9781118705124	"The New Retirementality: Planning Your Life and Living Your Dreams...at Any Age You Want, 4th Edition"	Memory Improvement / Mental Excercise
S	s-9781118705148	"Fundamentals of Quality Control and Improvement, 4th Edition"	Database Administration
S	s-9781118708606	Bayesian Risk Management	Auditing & Risk Management
S	s-9781118712948	Handbook of Environmental Engineering	Civil Engineering
S	s-9781118714706	"Patterns, Principles, and Practices of Domain-Driven Design"	Domain-Driven Design
S	s-9781118714874	"Profitable Day and Swing Trading: Using Price / Volume Surges and Pattern Recognition to Catch Big Moves in the Stock Market, + Website"	Trading Stocks
S	s-9781118714898	"Profitable Day and Swing Trading: Using Price / Volume Surges and Pattern Recognition to Catch Big Moves in the Stock Market, + Website"	Trading Stocks
S	s-9781118716212	"Wellbeing: A Complete Reference Guide, Volume III, Work and Wellbeing"	Econometrics
S	s-9781118722190	"Investing Psychology: The Effects of Behavioral Finance on Investment Choice and Bias, + Website"	Finance
S	s-9781118722862	Java Programming Interviews Exposed	Java
S	s-9781118722886	Java Programming Interviews Exposed	Java
S	s-9781118724651	Business Transformation: A Roadmap for Maximizing Organizational Insights	Digital Transformation
S	s-9781118724675	"High-Powered Investing All-in-One For Dummies, 2nd Edition"	Finance
S	s-9781118725177	"Pattern-Oriented Software Architecture, Volume 2, Patterns for Concurrent and Networked Objects"	Design Patterns
S	s-9781118725269	"Pattern-Oriented Software Architecture, Volume 1, A System of Patterns"	Software Architecture
S	s-9781118725603	Customer Experience For Dummies	Customer Experience
S	s-9781118725641	Bridging the Soft Skills Gap: How to Teach the Missing Basics to Todays Young Talent	Talent Management
S	s-9781118726228	The One-Hour Business Plan: The Simple and Practical Way to Start Anything New	Talent Management
S	s-9781118726310	Balanced Scorecard Evolution: A Dynamic Approach to Strategy Execution	Strategy
S	s-9781118727386	Trading Weekly Options + Online Video Course: Pricing Characteristics and Short-Term Trading Strategies	Trading Stocks
S	s-9781118728956	The Year Without Pants: WordPress.com and the Future of Work	Life-Work Balance
S	s-9781118729120	"Treasury Finance and Development Banking: A Guide to Credit, Debt, and Risk, + Website"	Auditing & Risk Management
S	s-9781118729311	"Effective Project Management: Traditional, Agile, Extreme, 7th Edition"	PMBOK
S	s-9781118729410	Predictive Analytics For Dummies	Analytics Platforms
S	s-9781118729830	Think Smarter: Critical Thinking to Improve Problem-Solving and Decision-Making Skills	Critical Thinking
S	s-9781118730034	Foundations of Linear and Generalized Linear Models	Linear Algebra
S	s-9781118733561	"The International Encyclopedia of Media Studies, 7 Volume Set"	Productivity Tools
S	s-9781118734025	Big Data Marketing: Engage Your Customers More Effectively and Drive Value	Customer Experience
S	s-9781118738375	Success as an Introvert For Dummies	Soft Skills
S	s-9781118738542	"Operations and Supply Chain Management, 8th Edition"	Supply Chain Management
S	s-9781118739327	Professional CUDA C Programming	Parallel Programming
S	s-9781118740248	The Four Lenses of Innovation: A Power Tool for Creative Thinking	Innovation
S	s-9781118742129	"Fibonacci and Lucas Numbers with Applications, Volume 1, 2nd Edition"	iWork
S	s-9781118744130	The Personal Business Plan: A Blueprint for Running Your Life	Personal Development
S	s-9781118745274	OracleÂ® 12c For DummiesÂ®	Oracle Database Solutions
S	s-9781118745311	Oracle® 12c For Dummies®	Oracle Database Solutions
S	s-9781118745656	How to Beat the Market Makers at Their Own Game: Uncovering the Mysteries of Day Trading	Trading Stocks
S	s-9781118745670	Financial Signal Processing and Machine Learning	Machine Learning
S	s-9781118746912	Algorithmic Trading: Winning Strategies and Their Rationale	Trading Stocks
S	s-9781118747155	The One-Hour Business Plan: The Simple and Practical Way to Start Anything New	Talent Management
S	s-9781118747964	Deep Value: Why Activist Investors and Other Contrarians Battle for Control of Losing Corporations	Machine Learning
S	s-9781118748688	Design Thinking for Strategic Innovation: What They Can't Teach You at Business or Design School	Design Thinking
S	s-9781118749616	"CCNA Routing and Switching Study Guide: Exams 100-101, 200-101, and 200-120"	Cisco certifications
S	s-9781118749685	CCENT: Cisco Certified Entry Networking Technician Study Guide: ICND1 Exam 100-101	Cisco certifications
S	s-9781118749708	"CCNA Routing and Switching Study Guide: Exams 100-101, 200-101, and 200-120"	Cisco certifications
S	s-9781118749807	Windows Azure Data Storage	Cloud Platforms
S	s-9781118752364	How to Measure Anything Workbook: Finding the Value of Intangibles in Business	Measuring IT / Software
S	s-9781118753651	"Rocket Propulsion Elements, 9th Edition"	Aeronautics
S	s-9781118757253	"Positive Psychology in Practice: Promoting Human Flourishing in Work, Health, Education, and Everyday Life, 2nd Edition"	Psychology
S	s-9781118757963	Ace the Programming Interview: 160 Questions and Answers for Success	Interviewing
S	s-9781118760239	Why Moats Matter: The Morningstar Approach to Stock Investing	Trading Stocks
S	s-9781118761557	"Collaborative Learning Techniques: A Handbook for College Faculty, 2nd Edition"	Algebra
S	s-9781118761632	Financial Fraud Prevention and Detection: Governance and Effective Practices	Fraud Prevention
S	s-9781118762752	Discrete-Event Simulation and System Dynamics for Management Decision Making	Finance
S	s-9781118763346	The Art of Product Design: Changing How Things Get Made	Finance
S	s-9781118764275	TEFL Lesson Plans For Dummies	Web Servers
S	s-9781118766415	Trading Economics: A Guide to Economic Statistics for Practitioners and Students	Economics
S	s-9781118767313	The Sustainability Mindset: Using the Matrix Map to Make Strategic Decisions	Strategic Thinking
S	s-9781118768198	Teach Yourself VISUALLY Raspberry Pi	Raspberry Pi
S	s-9781118769720	Raising Kids Who Read: What Parents and Teachers Can Do	Early Education Coding
S	s-9781118770535	Social Psychology For Dummies	Psychology
S	s-9781118770962	"The Art of RF (Riba-Free) Islamic Banking and Finance: Tools and Techniques for Community-Based Banking, 2nd Edition"	Finance
S	s-9781118771334	"Data Structures and Algorithms in Java, 6th Edition"	Algorithms
S	s-9781118772447	Nexus Tablets For Dummies	Network Administration
S	s-9781118773512	Biosensors Nanotechnology	Civil Engineering
S	s-9781118775844	"Pivots, Patterns, and Intraday Swing Trades: Derivatives Analysis with the E-mini and Russell Futures Contracts, + Website"	Finance
S	s-9781118776858	Wiley Revenue Recognition plus Website	Sales
S	s-9781118778883	"Building Algorithmic Trading Systems: A Trader's Journey From Data Mining to Monte Carlo Simulation to Live Trading, + Website"	Trading Stocks
S	s-9781118778982	"Building Algorithmic Trading Systems: A Trader's Journey From Data Mining to Monte Carlo Simulation to Live Trading, + Website"	Trading Stocks
S	s-9781118779200	Asset Rotation: The Demise of Modern Portfolio Theory and the Birth of an Investment Renaissance	Auditing & Risk Management
S	s-9781118779606	"Day Trading For Dummies, 3rd Edition"	Trading Stocks
S	s-9781118779613	"Technical Analysis For Dummies, 3rd Edition"	Finance
S	s-9781118779668	"Fraud and Fraud Detection: A Data Analytics Approach, + Website"	Fraud Prevention
S	s-9781118783184	The Wiley Blackwell Encyclopedia of Consumption and Consumer Studies	Other Hardware Topics
S	s-9781118785935	Sell More With Sales Coaching: Practical Solutions for Your Everyday Sales Challenges	Sales
S	s-9781118787311	"Practical Reverse Engineering: x86, x64, ARM, Windows Kernel, Reversing Tools, and Obfuscation"	Chips & Processors
S	s-9781118787397	"Practical Reverse Engineering: x86, x64, ARM, Windows Kernel, Reversing Tools, and Obfuscation"	Chips & Processors
S	s-9781118788943	Professional Embedded ARM Development	Chips & Processors
S	s-9781118789704	"CCNA Routing and Switching Deluxe Study Guide: Exams 100-101, 200-101, and 200-120"	Cisco certifications
S	s-9781118789810	"CCNA Routing and Switching Review Guide: Exams 100-101, 200-101, and 200-120"	Cisco certifications
S	s-9781118790328	"The Blue Book of Grammar and Punctuation: An Easy-to-Use Guide with Clear Rules, Real-World Examples, and Reproducible Quizzes, 11th Edition"	English & Prose
S	s-9781118790816	Carry On: Sound Advice from Schneier on Security	Finance
S	s-9781118791295	"Calculus For Dummies, 2nd Edition"	Calculus
S	s-9781118791332	"Calculus For Dummies, 2nd Edition"	Calculus
S	s-9781118791981	"Basic Math and Pre-Algebra For Dummies, 2nd Edition"	Math
S	s-9781118791998	"Basic Math and Pre-Algebra For Dummies, 2nd Edition"	Math
S	s-9781118793725	"Data-Driven Security: Analysis, Visualization and Dashboards"	Data Visualization
S	s-9781118793824	"Data-Driven Security: Analysis, Visualization and Dashboards"	Data Visualization
S	s-9781118793992	"The Warren Buffett Way, + Website, 3rd Edition"	Trading Stocks
S	s-9781118794166	The Warren Buffett Way Workbook	Trading Stocks
S	s-9781118795118	"Ready to Be a Thought Leader?: How to Increase Your Influence, Impact, and Success"	Psychology
S	s-9781118799314	Beginning iOS Programming For Dummies	Native iOS Development
S	s-9781118799444	The Handbook of Political Economy of Communications	Gig Economy
S	s-9781118799642	"An Introduction to Probability and Statistics, 3rd Edition"	Statistics
S	s-9781118804926	"Operating System Concepts Essentials, Second Edition"	Operating Systems
S	s-9781118806760	"Aircraft Propulsion, 2nd Edition"	Aeronautics
S	s-9781118806777	"Aircraft Propulsion, 2nd Edition"	Aeronautics
S	s-9781118807521	"The Real Estate Wholesaling Bible: The Fastest, Easiest Way to Get Started in Real Estate Investing"	Real Estate
S	s-9781118807682	Ten Essential Skills for Electrical Engineers	Presentation Skills
S	s-9781118808153	Managing All-in-One For Dummies	Team Management & Leadership
S	s-9781118808504	The Five Practices of Exemplary Leadership - Technology	Leadership
S	s-9781118809990	Threat Modeling: Designing for Security	Security Engineering
S	s-9781118810057	Threat Modeling: Designing for Security	Security Engineering
S	s-9781118810088	Developing Analytic Talent: Becoming a Data Scientist	Data Science
S	s-9781118810323	"The Handbook of Conflict Resolution: Theory and Practice, 3rd Edition"	Graph Analytics
S	s-9781118816721	"Radio Propagation and Adaptive Antennas for Wireless Communication Networks, 2nd Edition"	Wireless Technology
S	s-9781118817094	Cloud Management and Security	Cloud Migration
S	s-9781118817414	Hacking Leadership: The 11 Gaps Every Business Needs to Close and the Secrets to Closing Them Quickly	Leadership
S	s-9781118818015	"An Introduction to LTE: LTE, LTE-Advanced, SAE, VoLTE and 4G Mobile Communications, 2nd Edition"	Wireless Technology
S	s-9781118818039	"An Introduction to LTE: LTE, LTE-Advanced, SAE, VoLTE and 4G Mobile Communications, 2nd Edition"	Wireless Technology
S	s-9781118818978	"Kase on Technical Analysis Workbook, + Video Course"	Finance
S	s-9781118819562	"Advanced Google AdWords, 3rd Edition"	AdWords
S	s-9781118820049	"Todd Lammle's CCNA/CCENT IOS Commands Survival Guide: Exams 100-101, 200-101, and 200-120"	Cisco certifications
S	s-9781118820070	"Todd Lammle's CCNA/CCENT IOS Commands Survival Guide: Exams 100-101, 200-101, and 200-120"	Cisco certifications
S	s-9781118820889	"The Comprehensive Guide on How to Read a Financial Report: Wringing Vital Signs Out of the Numbers, + Website"	Financial Analysis & Reporting
S	s-9781118821527	Microsoft Business Intelligence Tools for Excel Analysts	Microsoft Office
S	s-9781118822142	"Salesforce.com For Dummies, 5th Edition"	Customer Resource Management (CRM)
S	s-9781118824795	Google BigQuery Analytics	Data Engineering
S	s-9781118824825	Google BigQuery Analytics	Data Engineering
S	s-9781118824993	"The Art of Memory Forensics: Detecting Malware and Threats in Windows, Linux, and Mac Memory"	Digital Forensics
S	s-9781118825099	"The Art of Memory Forensics: Detecting Malware and Threats in Windows, Linux, and Mac Memory"	Digital Forensics
S	s-9781118825402	"Project Management Leadership: Building Creative Teams, 2nd Edition"	Project Management
S	s-9781118825778	"Physics I Workbook For Dummies, 2nd Edition"	Physics
S	s-9781118826348	Fundamentals of Power Integrity for Computer Platforms and Systems	Analytics Platforms
